City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
0,Rikitea,PF,72.48,scattered clouds,-23.12,-134.97,Pension Maro'i
1,Yumen,CN,86.54,overcast clouds,40.28,97.2,
2,Winnemucca,US,53.6,clear sky,40.97,-117.74,Winners Inn Casino
4,Tasiilaq,GL,48.2,broken clouds,65.61,-37.64,The Red House
5,Sangar,RU,65.59,clear sky,63.92,127.47,
6,Butaritari,KI,82.6,scattered clouds,3.07,172.79,Isles Sunset Lodge
7,Cayenne,GF,75.2,light rain,4.93,-52.33,Hôtel Le Dronmi
8,Itoman,JP,84.2,broken clouds,26.12,127.67,Southern Beach Hotel & Resort Okinawa
9,Kindu,CD,99.39,few clouds,-2.95,25.95,Hotel Karibu
10,Provideniya,RU,43.41,broken clouds,64.38,-173.3,
11,Acapulco,MX,79.21,scattered clouds,16.86,-99.89,HS Hotsson Smart Acapulco
12,Balabac,PH,82.98,overcast clouds,7.99,117.06,Sing and Swing Lodge
13,Carndonagh,IE,60.8,shower rain,55.25,-7.27,Tigín Tuí
14,Kapaa,US,78.8,broken clouds,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
15,Saskylakh,RU,72.86,overcast clouds,71.92,114.08,
16,Bilibino,RU,45.54,overcast clouds,68.05,166.44,Gostinitsa Severyanka
17,Severo-Kurilsk,RU,53.04,overcast clouds,50.68,156.12,Kak Doma
18,Avarua,CK,60.8,overcast clouds,-21.21,-159.78,Paradise Inn
19,Dingle,PH,78.89,moderate rain,11.0,122.67,Camp Pasica
20,Souillac,MU,75.2,shower rain,-20.52,57.52,Bils' Villa
22,Ndele,CF,76.14,light rain,8.41,20.65,
23,Cozumel,MX,78.8,few clouds,20.51,-86.95,Cozumel Palace® All Inclusive Resort
24,Altamira,BR,73.53,clear sky,-3.2,-52.21,Requinte Hotel
25,Hithadhoo,MV,83.93,broken clouds,-0.6,73.08,Scoop Guest House
26,Havoysund,NO,55.4,broken clouds,71.0,24.66,Arctic View Glamping & Restaurant
27,Busselton,AU,53.01,overcast clouds,-33.65,115.33,Observatory Guest House
28,Jamestown,US,71.01,overcast clouds,42.1,-79.24,Hampton Inn & Suites Jamestown
29,Mar Del Plata,AR,50.0,broken clouds,-38.0,-57.56,Gran Hotel Mar del Plata habitaciones
30,Ambovombe,MG,70.68,clear sky,-25.17,46.08,MONJA Talilisoa
31,Saint-Philippe,RE,73.4,few clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
32,Tuatapere,NZ,47.52,broken clouds,-46.13,167.68,Tom Cruse Refreshment Company
33,Killybegs,IE,60.01,scattered clouds,54.63,-8.45,Tara Hotel
34,Tagusao,PH,82.74,light rain,9.19,117.81,"Shaman's Breath- Beach, Bed & Breakfast"
37,Adrar,MR,103.05,clear sky,20.5,-10.07,
38,Chingirlau,KZ,90.37,overcast clouds,51.09,54.08,
39,Esperance,AU,57.2,overcast clouds,-33.87,121.9,Hospitality Esperance
40,Mataram,ID,78.8,few clouds,-8.58,116.12,Hotel Santika Mataram
41,Puerto Quijarro,BO,68.58,clear sky,-17.78,-57.77,Hotel palance
42,Kihei,US,78.8,broken clouds,20.79,-156.47,Maui Sunset
43,Port Blair,IN,83.07,light rain,11.67,92.75,Fortune Resort Bay Island
44,Lorengau,PG,81.52,scattered clouds,-2.02,147.27,Lorengau Harbourside Hotel
45,Cape Town,ZA,73.0,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
46,Nizhnyaya Tura,RU,87.28,broken clouds,58.63,59.81,"Gostinitsa ""Tura"""
47,Muttenz,CH,73.0,light rain,47.52,7.65,Coop Tagungszentrum
48,Jalu,LY,100.62,clear sky,29.03,21.55,Jalu Hotel
49,Albany,US,73.0,moderate rain,42.6,-73.97,
50,Torbay,CA,59.0,overcast clouds,47.67,-52.73,Gallows Cove
51,Hasaki,JP,75.99,broken clouds,35.73,140.83,Inubosaki Kanko Hotel
52,Nyurba,RU,71.91,clear sky,63.28,118.33,Gostinitsa Alrosa
54,Bluff,NZ,50.13,broken clouds,-46.6,168.33,Bluff Homestead - Guesthouse & Campervan Park
55,Sitka,US,57.2,light rain,57.05,-135.33,Westmark Sitka
56,Ribeira Grande,PT,75.2,few clouds,38.52,-28.7,Quinta da Meia Eira
57,Amapa,BR,73.36,few clouds,1.0,-52.0,
58,Nykoping,SE,71.6,broken clouds,58.75,17.01,Clarion Collection Hotel Kompaniet
59,Labuan,MY,86.0,few clouds,5.28,115.24,Tiara Labuan Hotel
60,Mataura,NZ,48.16,overcast clouds,-46.19,168.86,Ellie's Villa
61,Boddam,GB,60.01,light rain,57.47,-1.78,Palace Hotel
62,Grindavik,IS,51.8,broken clouds,63.84,-22.43,Northern Light Inn & Max's Restaurant
63,Atuona,PF,78.31,few clouds,-9.8,-139.03,Villa Enata
64,Hobart,AU,50.0,broken clouds,-42.88,147.33,St Ives Apartments
65,Garden City,US,73.0,moderate rain,42.33,-83.33,Quality Inn & Suites Banquet Center
66,Tuntum,BR,78.58,few clouds,-5.26,-44.65,MG Hotel
67,Chanute,US,66.2,clear sky,37.68,-95.46,Guest House Motel Chanute
68,Chokurdakh,RU,53.87,broken clouds,70.63,147.92,
69,Troitsko-Pechorsk,RU,58.05,light rain,62.71,56.2,Pechora Gostinitsa
70,Denpasar,ID,78.8,few clouds,-8.65,115.22,ASTON Denpasar Hotel & Convention Center
72,Norman Wells,CA,66.2,broken clouds,65.28,-126.83,Heritage Hotel
73,Sao Filipe,CV,78.71,few clouds,14.9,-24.5,Tortuga B&B
74,Katobu,ID,74.62,scattered clouds,-4.94,122.53,La Ode Husein
75,Mount Gambier,AU,48.2,overcast clouds,-37.83,140.77,Southgate Motel
76,Port Alfred,ZA,84.72,clear sky,-33.59,26.89,The Halyards Hotel
77,Bredasdorp,ZA,77.0,clear sky,-34.53,20.04,Bredasdorp Country Manor
78,Carnarvon,AU,66.2,clear sky,-24.87,113.63,Hospitality Carnarvon
79,Dikson,RU,54.48,overcast clouds,73.51,80.55,
80,Saint George,US,84.2,clear sky,37.1,-113.58,Best Western Plus Abbey Inn
81,Port Keats,AU,68.5,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
82,Faanui,PF,78.28,broken clouds,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
83,Zilupe,LV,66.6,broken clouds,56.39,28.12,Zilupe kojas
84,Tiksi,RU,47.8,scattered clouds,71.69,128.87,Arktika
85,Ilulissat,GL,44.6,clear sky,69.22,-51.1,Hotel Arctic
86,Madras,IN,93.2,broken clouds,13.09,80.28,"Taj Connemara, Chennai"
87,Thompson,CA,44.6,few clouds,55.74,-97.86,Burntwood Hotel
88,Katsuura,JP,78.01,broken clouds,35.13,140.3,Katsuura Hotel Mikazuki
89,Sao Joao Da Barra,BR,62.6,few clouds,-21.64,-41.05,Pousada Porto De Canoas
90,Nanortalik,GL,46.47,overcast clouds,60.14,-45.24,"NTS Rooms, Nanortalik"
91,Mareeba,AU,68.0,drizzle,-17.0,145.43,Trinity Plains Tourist Park
92,Jadu,LY,96.49,clear sky,31.95,12.03,سيفاو عبازة
93,Makakilo City,US,78.8,clear sky,21.35,-158.09,Marriott's Ko Olina Beach Club
94,Pisco,PE,53.01,mist,-13.7,-76.22,Hostal San Isidro Oficial
95,Nauta,PE,70.81,scattered clouds,-4.51,-73.58,Amazon Exploring Expedition - Eretzen Tá Lodge
96,Hilo,US,73.4,light rain,19.73,-155.09,Hilo Hawaiian Hotel
97,Dingli,MT,93.2,clear sky,35.86,14.38,The Xara Palace Relais & Chateaux
98,Eureka,US,57.0,fog,40.8,-124.16,Eureka Inn Trademark By Wyndham
99,Udachnyy,RU,75.2,few clouds,66.42,112.4,Gostinitsa Vilyuy
100,Margate,GB,68.0,clear sky,51.38,1.39,Premier Inn Margate hotel
101,Kodiak,US,51.8,broken clouds,57.79,-152.41,Best Western Kodiak Inn and Convention Center
102,Gayny,RU,69.4,light rain,60.31,54.32,
103,Fairbanks,US,60.8,light rain,64.84,-147.72,Westmark Fairbanks Hotel & Conference Center
104,Homer,US,55.4,fog,59.64,-151.55,Beluga Lake Lodge
105,Kavieng,PG,82.18,moderate rain,-2.57,150.8,Nusa Island Retreat
107,Mahebourg,MU,75.2,shower rain,-20.41,57.7,Le Peninsula Bay Beach Resort & Spa
109,Srednekolymsk,RU,55.15,overcast clouds,67.45,153.68,
110,Nikolskoye,RU,69.01,few clouds,59.7,30.79,Tourist House - Sablino
111,Griffith,US,66.2,light rain,41.53,-87.42,"Motel 6 Hammond, IN - Chicago Area"
112,Puerto Ayora,EC,66.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
113,Colac,AU,48.0,overcast clouds,-38.33,143.58,Otway Gate Motel
114,Kharp,RU,70.09,broken clouds,66.8,65.81,"Hotel ""Sob"""
115,Charters Towers,AU,62.24,broken clouds,-20.1,146.27,Cattleman's Rest Motor Inn
116,East London,ZA,82.4,clear sky,-33.02,27.91,Tu Casa
117,Bethel,US,73.4,overcast clouds,41.37,-73.41,Courtyard by Marriott Danbury
118,Myre,NO,60.8,few clouds,69.1,15.95,Alveland AS
119,Hermanus,ZA,79.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
120,Tiznit,MA,99.93,few clouds,29.58,-9.5,
121,New Norfolk,AU,48.99,light rain,-42.78,147.06,The Shingles Riverside Cottages
122,Bereda,ES,70.0,overcast clouds,43.27,-7.54,Pazo de Verdes
123,Bhera,PK,104.59,clear sky,32.48,72.91,Mahar Ismail Abbas milk shop
124,Hima,UG,89.56,few clouds,0.3,30.18,Hima Cement Limited Guest House
125,Eyl,SO,92.86,overcast clouds,7.98,49.82,Amiin Hotel
126,Tuktoyaktuk,CA,44.55,overcast clouds,69.45,-133.04,End of The Road Ltd.
127,Dunajska Streda,SK,84.99,scattered clouds,47.99,17.61,Wellness Hotel THERMA
128,Goderich,CA,68.0,heavy intensity rain,43.75,-81.72,Harmony Inn
129,Edgewater,US,81.0,broken clouds,28.99,-80.9,Islander Beach Resort
130,Vaini,TO,71.6,broken clouds,-21.2,-175.2,Keleti Beach Resort
131,Salalah,OM,87.8,scattered clouds,17.02,54.09,HAMDAN PLAZA HOTEL
132,Talnakh,RU,73.4,overcast clouds,69.49,88.4,Talnakh Hotel
133,Tres Arroyos,AR,46.51,broken clouds,-38.37,-60.28,Habitacion Triple con baño y entrada privada
134,Ponta Do Sol,PT,75.0,few clouds,32.67,-17.1,Hotel do Campo
135,Edd,ER,92.46,light rain,13.93,41.69,
136,Chuy,UY,53.8,overcast clouds,-33.7,-53.46,Nuevo Hotel Plaza
137,Ancud,CL,46.0,few clouds,-41.87,-73.82,Hotel Arena Gruesa
138,Poum,NC,68.43,scattered clouds,-20.23,164.02,Gîte kajeon
139,Ostrovnoy,RU,51.42,overcast clouds,68.05,39.51,
140,Cabo San Lucas,MX,84.0,few clouds,22.89,-109.91,Hotel Tesoro Los Cabos
141,Cockburn Town,TC,81.86,broken clouds,21.46,-71.14,Osprey Beach Hotel
142,Marzuq,YE,90.36,few clouds,14.4,46.47,
143,Sao Lourenco Do Oeste,BR,57.99,clear sky,-26.36,-52.85,Poente Hotel
144,Sheridan,US,69.8,clear sky,44.83,-106.92,Best Western Sheridan Center
145,Klaksvik,FO,51.8,few clouds,62.23,-6.59,Geilin Bed & Breakfast
146,Flin Flon,CA,54.21,clear sky,54.77,-101.86,Victoria Inn Flin Flon
147,Kuybyshevo,RU,76.69,scattered clouds,47.81,38.91,Мини-отель Искра
148,Campbell River,CA,60.8,few clouds,50.02,-125.24,Ramada by Wyndham Campbell River
149,Lompoc,US,53.6,light rain,34.64,-120.46,Holiday Inn Express Lompoc
150,Tual,ID,78.46,light rain,-5.67,132.75,Grand Vilia Hotel
151,Atar,MR,101.98,clear sky,20.52,-13.05,Oumou Elghoura
152,Padang,ID,81.34,broken clouds,-0.95,100.35,Mercure Padang
153,Dumai,ID,82.08,light rain,1.68,101.45,Grand Zuri Dumai
154,Leshukonskoye,RU,50.92,light rain,64.9,45.76,Gostinitsa Mup Zhkkh
155,Bouza,NE,81.84,light rain,14.42,6.04,
156,Qasigiannguit,GL,44.6,clear sky,68.82,-51.19,
157,Kirakira,SB,79.48,light rain,-10.45,161.92,SanBiz Lodge
158,Mizque,BO,51.73,clear sky,-17.94,-65.34,Hotel Mizque
159,Oriximina,BR,77.74,few clouds,-1.77,-55.87,Pousada Tia Amélia
160,Boende,CD,95.27,overcast clouds,-0.22,20.87,
161,Umm Kaddadah,SD,82.9,overcast clouds,13.6,26.69,
162,Alihe,CN,68.9,light rain,50.57,123.72,Alihe Forestry Hotel
163,Kangaatsiaq,GL,43.03,scattered clouds,68.31,-53.46,
164,Kaitangata,NZ,51.01,light rain,-46.28,169.85,Kaitangata Motor Camp
165,Boa Vista,BR,75.2,broken clouds,2.82,-60.67,Aipana Plaza Hotel
166,Namatanai,PG,80.13,moderate rain,-3.67,152.43,Namatanai Hotel
167,Meulaboh,ID,83.07,overcast clouds,4.14,96.13,Kost Pria
168,Tilichiki,RU,49.23,broken clouds,60.47,166.1,
169,Baykit,RU,76.24,light rain,61.67,96.37,Gostinitsa
170,Toowoomba,AU,53.6,clear sky,-27.55,151.97,Toowoomba Central Plaza Apartment Hotel
171,Onokhoy,RU,66.2,overcast clouds,51.93,108.07,
172,Upernavik,GL,41.43,clear sky,72.79,-56.15,Gina's Guesthouse - Upernavik
173,Ust-Koksa,RU,73.53,clear sky,50.27,85.61,Uymonskaya Dolina
174,Contramaestre,CU,78.8,broken clouds,20.3,-76.24,Hotel Caribeño
175,Narsaq,GL,48.2,light intensity shower rain,60.92,-46.05,Hotel Narsaq
176,Khatanga,RU,66.72,broken clouds,71.97,102.5,"Gostinitsa ""Zapolyar'ye"""
177,Yerofey Pavlovich,RU,66.31,overcast clouds,53.97,121.97,lounges and warm parking
178,Nome,US,51.8,clear sky,64.5,-165.41,Dredge 7 Inn
179,Nongan,CN,84.2,few clouds,44.38,125.17,Quanhu Resort
180,Marondera,ZW,66.65,clear sky,-18.19,31.55,HopeFay Conference Centre
181,Port Elizabeth,ZA,86.0,clear sky,-33.92,25.57,39 On Nile Guest House
182,Lebu,CL,50.72,overcast clouds,-37.62,-73.65,Hostal Las Lilas
183,Kenai,US,57.2,light rain,60.55,-151.26,Aspen Extended Stay Suites
184,Kang,BW,76.23,clear sky,-23.68,22.79,Kang Ultra Stop
185,Nogales,MX,77.0,clear sky,31.31,-110.94,Siesta Motel
188,Severnoye,RU,82.96,scattered clouds,56.35,78.36,Gostinitsa Severyanka
189,Sao Benedito Do Rio Preto,BR,79.48,few clouds,-3.33,-43.53,João de Barro Hotel
190,Guerrero Negro,MX,73.2,broken clouds,27.98,-114.06,"Casa Laguna, Bed & Breakfast"
191,Baiyin,CN,86.0,few clouds,36.56,104.21,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
192,Williams Lake,CA,60.8,few clouds,52.14,-122.14,Stampeder Motel
193,Los Llanos De Aridane,ES,77.0,few clouds,28.66,-17.92,Valle Aridane
194,Kaura Namoda,NG,84.63,overcast clouds,12.59,6.58,Moonlight Hotel
195,Smolenskoye,RU,78.37,scattered clouds,52.3,85.08,
196,Tucurui,BR,75.88,few clouds,-3.77,-49.67,BBB Rooms Centro Tucurui PA
197,Palu,ID,77.25,light rain,-0.89,119.87,Hotel Santika Palu
198,Deville-Les-Rouen,FR,69.01,overcast clouds,49.47,1.05,Best Western Hôtel Littéraire Gustave Flaubert
199,Arraial Do Cabo,BR,59.0,few clouds,-22.97,-42.03,Pousada Porto Praia
200,Tevaitoa,PF,78.93,broken clouds,-16.78,-151.5,Hôtel Raiatea Lodge
201,Ivankiv,UA,66.2,broken clouds,50.94,29.89,Готель
202,Tura,IN,87.21,light rain,25.52,90.22,Hotel RIKMAN Continental
203,Waddan,LY,97.83,clear sky,29.16,16.14,محل الشريف محمد العايب
204,Airai,TL,56.48,broken clouds,-8.93,125.41,Juvinal Martin
205,Mont-De-Marsan,FR,73.0,broken clouds,44.0,-0.67,Le moulin vieux
206,Gat,IL,91.99,clear sky,31.61,34.76,רגע בנחת
207,Hamilton,US,68.0,light rain,39.18,-84.53,Six Acres Bed & Breakfast
208,East Hemet,US,66.99,clear sky,33.74,-116.94,Vagabond Inn Hemet
209,Shingu,JP,78.8,scattered clouds,33.73,135.98,Shingu UI Hotel
210,Codrington,AU,49.77,overcast clouds,-38.27,141.97,Codrington Gardens Bed And Breakfast
211,Moree,AU,51.8,clear sky,-29.47,149.85,Molika Springs Motel
212,Mapiri,BO,59.34,scattered clouds,-15.25,-68.17,
213,Paita,PE,60.51,few clouds,-5.09,-81.11,Hotel Náutico de Paita
214,Bayevo,RU,81.39,clear sky,53.28,80.77,Гостиница «Кулунда»
215,Yashan,CN,79.05,light rain,22.2,109.94,
216,Nganjuk,ID,76.17,broken clouds,-7.61,111.9,Griya Alifia Family
217,Castro,BR,49.17,scattered clouds,-24.79,-50.01,CHACARA BAILLY
218,Svetlogorsk,BY,68.14,broken clouds,52.63,29.73,Hotel Svetlogorsk JBIK
219,Teguldet,RU,76.98,clear sky,57.31,88.17,Gostinitsa Kedr
220,San Patricio,MX,78.49,scattered clouds,19.22,-104.7,Hotel Cabo Blanco
221,Nurota,UZ,95.0,clear sky,40.56,65.69,Guest House Ruslan Nurata & Tours
222,Tupik,RU,60.91,light rain,54.43,119.93,Guest House Orkhideya
223,La Seyne-Sur-Mer,FR,95.0,few clouds,43.1,5.88,Zenitude Hôtel-Résidences Toulon Six Fours
224,Boblingen,DE,75.99,thunderstorm,48.68,9.02,Hotel Berlin
225,Villarrica,PY,63.91,clear sky,-25.75,-56.43,Mansión Reljuv Tours SA
226,Camacha,PT,69.8,broken clouds,33.08,-16.33,Hotel Porto Santo & Spa
227,Portland,US,64.0,clear sky,45.52,-122.68,Portland Marriott City Center
228,Geraldton,AU,60.8,clear sky,-28.77,114.6,Broadwater Mariner Resort
229,Gerash,IR,105.8,few clouds,27.67,54.14,Chelpasin
230,Buchanan,LR,75.2,moderate rain,5.88,-10.05,Kamaneahn Hotel Inc
231,Yellowknife,CA,68.0,few clouds,62.46,-114.35,The Explorer Hotel
232,Banjar,ID,78.8,few clouds,-8.19,114.97,The Hamsa Resort
234,Red Bluff,US,69.8,clear sky,40.18,-122.24,Hampton Inn & Suites Red Bluff
235,Cabedelo,BR,73.4,light rain,-6.98,-34.83,Lua Mansa Pousada
236,El Escorial,ES,90.0,clear sky,40.59,-4.15,Hotel Florida
237,Tres Passos,BR,59.0,clear sky,-27.46,-53.93,Hotel Imperial
238,Rio Grande,BR,54.0,scattered clouds,-32.03,-52.1,Swan Express Rio Grande
239,Vardo,NO,49.95,overcast clouds,70.37,31.11,Vardø Hotel AS
240,Kununurra,AU,71.6,few clouds,-15.77,128.73,Hotel Kununurra
241,Yarada,IN,87.8,mist,17.65,83.27,"D-26/2, Dolphin Hill,"
242,Bima,ID,73.38,broken clouds,-8.47,118.72,Lambitu Hotel
243,Male,MV,83.28,overcast clouds,4.17,73.51,Hotel Octave Maldives
244,Cherskiy,RU,47.25,broken clouds,68.75,161.3,Gostinitsa
245,Kavaratti,IN,82.15,moderate rain,10.57,72.64,Bismillah Hotel And Lodging
246,Yar-Sale,RU,70.77,few clouds,66.83,70.83,Yalemd
247,Bandiagara,ML,87.49,clear sky,14.35,-3.61,Hotel de la Falaise
248,Ulaangom,MN,68.76,broken clouds,49.98,92.07,Achit Nuur Hotel & Restaurant
249,Nelson,NZ,48.99,overcast clouds,-41.28,173.28,Trailways Hotel
250,Hovd,MN,67.06,scattered clouds,48.01,91.64,Hotel Khovd
251,Nalut,LY,98.26,clear sky,30.33,10.85,
252,San Blas,MX,79.02,overcast clouds,21.52,-105.27,Hotel Posada del Rey
253,Pachino,IT,91.99,clear sky,36.72,15.09,La Vignazza B&B
254,Bandarbeyla,SO,91.9,overcast clouds,9.49,50.81,REER XOOSHLE GROUP
255,Qaqortoq,GL,48.2,light intensity shower rain,60.72,-46.03,Hotel Qaqortoq
256,Kontagora,NG,82.17,overcast clouds,10.4,5.47,City Gate Inn
257,Port Hedland,AU,71.6,clear sky,-20.32,118.57,The Esplanade Hotel
258,Ahipara,NZ,55.99,light rain,-35.17,173.17,Ahipara Holiday Park
259,Georgetown,MY,86.0,few clouds,5.41,100.34,Cititel Penang
260,Saint-Jovite,CA,66.2,broken clouds,46.12,-74.6,Hôtel Vacances Tremblant
261,Sola,VU,77.04,light rain,-13.88,167.55,Leumerus Bungalows
263,Berbera,SO,98.13,broken clouds,10.44,45.01,Damal Hotel
264,Anloga,GH,82.4,scattered clouds,5.79,0.9,Dey Lodge
265,Pangnirtung,CA,50.02,overcast clouds,66.15,-65.71,Kilabuk Lodge
266,Vanimo,PG,77.5,overcast clouds,-2.67,141.3,Vahmoneh Lodge Vanimo
267,Arcachon,FR,78.01,overcast clouds,44.59,-1.05,Hôtel All Suites Le Teich
268,Necochea,AR,46.0,broken clouds,-38.55,-58.74,dyd -mar Hotel
269,Fortuna,US,57.0,clear sky,40.6,-124.16,Super 8 by Wyndham Fortuna
270,Seymchan,RU,50.27,few clouds,62.88,152.43,
271,Quatre Cocos,MU,75.2,shower rain,-20.21,57.76,Veranda Palmar Beach Hotel
272,Victoria,HK,82.0,overcast clouds,22.29,114.16,Mini Hotel Central
273,Birjand,IR,95.0,few clouds,32.87,59.22,Birjand Tourist Hotel
274,Kitgum,UG,84.27,clear sky,3.28,32.89,Jaflo Gardens Hotel
275,Santa Engracia,ES,80.6,clear sky,41.94,-1.32,Casa rural Santa Engracia
276,Qax,AZ,89.6,light rain,41.42,46.92,Qax Hotel & Restoran
277,Sao Sebastiao,BR,66.63,scattered clouds,-23.76,-45.41,Hotel Recanto dos Pássaros
278,Caluquembe,AO,81.64,clear sky,-13.78,14.68,
279,Muroto,JP,82.4,broken clouds,33.28,134.15,Oota Ryokan
280,Natal,BR,73.4,scattered clouds,-5.79,-35.21,Villa Park Hotel | Natal
282,North Bend,US,55.4,few clouds,43.41,-124.22,Red Lion Hotel Coos Bay
283,Tarauaca,BR,65.62,clear sky,-8.16,-70.77,Flat Temporada
284,Abu Zabad,SD,76.6,overcast clouds,12.35,29.25,محي الدين نوري
285,Pemangkat,ID,80.62,moderate rain,1.17,108.97,Kost H.Syamsuddin
286,Coahuayana,MX,76.37,scattered clouds,18.73,-103.68,Hotel Los Arcos
287,Ust-Tsilma,RU,66.9,overcast clouds,65.44,52.15,U Praskov'i
288,Lagoa,PT,70.99,clear sky,39.05,-27.98,Casa Das Faias
289,Mayo,US,79.0,overcast clouds,38.89,-76.51,Resorts Resource Group International
290,Feldkirchen An Der Donau,AT,78.8,few clouds,48.35,14.05,Gasthof Sonne
